Date,Symbol,Strategy,Strike,Contracts Bought,Cost,Exposure Achieved,Meets Exposure Requirement
4/11/2024,SPY,Buy Everything,595.0,33624.0,33624.0,0.0,
4/11/2024,SPY,Buy Everything,600.0,55938.0,55938.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,1772.0,458948.0,2753687.9999999935,
4/11/2024,SPY,Buy Everything,519.0,1477.0,304262.0,2147557.9999999944,
4/11/2024,SPY,Buy Everything,520.0,1182.0,187938.0,1600427.9999999958,
4/11/2024,SPY,Buy Everything,521.0,1094.0,130186.0,1371875.999999996,
4/11/2024,SPY,Buy Everything,522.0,1214.0,105618.0,1400955.9999999956,
4/11/2024,SPY,Buy Everything,523.0,1334.0,81374.0,1406035.999999995,
4/11/2024,SPY,Buy Everything,524.0,1718.0,72156.0,1638971.9999999937,
4/11/2024,SPY,Buy Everything,525.0,2102.0,60957.99999999999,1795107.9999999923,
4/11/2024,SPY,Buy Everything,526.0,2294.0,43586.0,1729675.9999999916,
4/11/2024,SPY,Buy Everything,527.0,2522.0,30264.0,1649387.999999991,
4/11/2024,SPY,Buy Everything,528.0,2749.0,21992.0,1522945.99999999,
4/11/2024,SPY,Buy Everything,529.0,5770.0,28850.0,2619579.999999979,
4/11/2024,SPY,Buy Everything,530.0,11583.0,46332.0,4100381.999999958,
4/11/2024,SPY,Buy Everything,531.0,17396.0,52188.0,4418583.999999937,
4/11/2024,SPY,Buy Everything,532.0,15586.0,31172.0,2400243.999999943,
4/11/2024,SPY,Buy Everything,533.0,13776.0,27552.0,743903.9999999499,
4/11/2024,SPY,Buy Everything,534.0,12515.0,25030.0,0.0,
4/11/2024,SPY,Buy Everything,535.0,11804.0,23608.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,19956.0,19956.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,25918.0,25918.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,6634.0,6634.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,4413.0,4413.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,9611.0,9611.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,13370.0,13370.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,12100.0,12100.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,10807.0,10807.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,13154.0,13154.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,19502.0,19502.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,7418.0,7418.0,0.0,
4/11/2024,SPY,Buy Everything,595.0,7557.0,7557.0,0.0,
4/11/2024,SPY,Buy Everything,600.0,23554.0,23554.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,970.0,302640.0,1507379.9999999965,
4/11/2024,SPY,Buy Everything,519.0,1011.0,260838.0,1469993.9999999963,
4/11/2024,SPY,Buy Everything,520.0,1052.0,219867.99999999997,1424407.9999999963,
4/11/2024,SPY,Buy Everything,521.0,1141.0,189406.0,1430813.9999999958,
4/11/2024,SPY,Buy Everything,522.0,1278.0,164862.0,1474811.9999999953,
4/11/2024,SPY,Buy Everything,523.0,1416.0,140184.0,1492463.9999999949,
4/11/2024,SPY,Buy Everything,524.0,1818.0,132714.0,1734371.9999999935,
4/11/2024,SPY,Buy Everything,525.0,2221.0,117713.0,1896733.9999999919,
4/11/2024,SPY,Buy Everything,526.0,2422.0,92036.0,1826187.9999999912,
4/11/2024,SPY,Buy Everything,527.0,2746.0,74142.0,1795883.99999999,
4/11/2024,SPY,Buy Everything,528.0,3070.0,58330.0,1700779.9999999888,
4/11/2024,SPY,Buy Everything,529.0,5298.0,68874.0,2405291.999999981,
4/11/2024,SPY,Buy Everything,530.0,9432.0,75456.0,3338927.9999999655,
4/11/2024,SPY,Buy Everything,531.0,13565.0,81390.0,3445509.9999999506,
4/11/2024,SPY,Buy Everything,532.0,13887.0,69435.0,2138597.9999999497,
4/11/2024,SPY,Buy Everything,533.0,14209.0,56836.0,767285.9999999483,
4/11/2024,SPY,Buy Everything,534.0,13472.0,40416.0,0.0,
4/11/2024,SPY,Buy Everything,535.0,11678.0,35034.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,19812.0,39624.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,20513.0,20513.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,10635.0,10635.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,3396.0,3396.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,7160.0,7160.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,9612.0,9612.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,9154.0,9154.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,8561.0,8561.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,9725.0,9725.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,12868.0,12868.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,6974.0,6974.0,0.0,
4/11/2024,SPY,Buy Everything,595.0,7067.0,7067.0,0.0,
4/11/2024,SPY,Buy Everything,600.0,15109.0,15109.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,168.0,59976.0,261071.9999999994,
4/11/2024,SPY,Buy Everything,519.0,545.0,164590.0,792429.999999998,
4/11/2024,SPY,Buy Everything,520.0,922.0,232344.0,1248387.9999999967,
4/11/2024,SPY,Buy Everything,521.0,1188.0,245915.99999999997,1489751.9999999956,
4/11/2024,SPY,Buy Everything,522.0,1343.0,225624.0,1549821.999999995,
4/11/2024,SPY,Buy Everything,523.0,1498.0,199234.0,1578891.9999999946,
4/11/2024,SPY,Buy Everything,524.0,1919.0,199576.0,1830725.999999993,
4/11/2024,SPY,Buy Everything,525.0,2339.0,187120.0,1997505.9999999914,
4/11/2024,SPY,Buy Everything,526.0,2549.0,155489.0,1921945.9999999907,
4/11/2024,SPY,Buy Everything,527.0,2969.0,136574.0,1941725.9999999893,
4/11/2024,SPY,Buy Everything,528.0,3390.0,115260.00000000001,1878059.9999999877,
4/11/2024,SPY,Buy Everything,529.0,4827.0,120675.0,2191457.9999999823,
4/11/2024,SPY,Buy Everything,530.0,7280.0,131040.0,2577119.9999999735,
4/11/2024,SPY,Buy Everything,531.0,9734.0,126542.0,2472435.9999999646,
4/11/2024,SPY,Buy Everything,532.0,12188.0,109692.0,1876951.9999999558,
4/11/2024,SPY,Buy Everything,533.0,14641.0,102487.00000000001,790613.9999999467,
4/11/2024,SPY,Buy Everything,534.0,14429.0,72145.0,0.0,
4/11/2024,SPY,Buy Everything,535.0,11552.0,46208.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,19668.0,39336.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,15107.0,30214.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,14636.0,14636.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,2380.0,2380.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,4710.0,4710.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,5855.0,5855.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,6209.0,6209.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,6314.0,6314.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,6297.0,6297.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,6233.0,6233.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,6529.0,6529.0,0.0,
4/11/2024,SPY,Buy Everything,595.0,6578.0,6578.0,0.0,
4/11/2024,SPY,Buy Everything,600.0,6664.0,6664.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,1492.0,605751.9999999999,2318567.9999999944,
4/11/2024,SPY,Buy Everything,519.0,1130.0,395500.0,1643019.9999999958,
4/11/2024,SPY,Buy Everything,520.0,768.0,228864.0,1039871.9999999972,
4/11/2024,SPY,Buy Everything,521.0,683.0,171432.99999999997,856481.9999999976,
4/11/2024,SPY,Buy Everything,522.0,875.0,182875.0,1009749.9999999969,
4/11/2024,SPY,Buy Everything,523.0,1067.0,182457.0,1124617.999999996,
4/11/2024,SPY,Buy Everything,524.0,1101.0,153039.0,1050353.999999996,
4/11/2024,SPY,Buy Everything,525.0,1135.0,125985.00000000001,969289.9999999959,
4/11/2024,SPY,Buy Everything,526.0,1152.0,100224.0,868607.9999999958,
4/11/2024,SPY,Buy Everything,527.0,1185.0,80580.0,774989.9999999957,
4/11/2024,SPY,Buy Everything,528.0,1219.0,64607.0,675325.9999999956,
4/11/2024,SPY,Buy Everything,529.0,1564.0,60996.0,710055.9999999943,
4/11/2024,SPY,Buy Everything,530.0,2220.0,66600.0,785879.999999992,
4/11/2024,SPY,Buy Everything,531.0,2877.0,66171.0,730757.9999999895,
4/11/2024,SPY,Buy Everything,532.0,3533.0,60061.00000000001,544081.9999999872,
4/11/2024,SPY,Buy Everything,533.0,4189.0,54457.0,226205.99999998475,
4/11/2024,SPY,Buy Everything,534.0,4082.0,36738.0,0.0,
4/11/2024,SPY,Buy Everything,535.0,3212.0,25696.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,1053.0,3159.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,6018.0,12036.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,5298.0,10596.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,6464.0,6464.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,6694.0,6694.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,1490.0,1490.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,2335.0,2335.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,3311.0,3311.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,3474.0,3474.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,3752.0,3752.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,3800.0,3800.0,0.0,
4/11/2024,SPY,Buy Everything,595.0,3815.0,3815.0,0.0,
4/11/2024,SPY,Buy Everything,600.0,3839.0,3839.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,868.0,381920.00000000006,1348871.9999999967,
4/11/2024,SPY,Buy Everything,519.0,935.0,359040.0,1359489.9999999965,
4/11/2024,SPY,Buy Everything,520.0,1002.0,331662.0,1356707.9999999963,
4/11/2024,SPY,Buy Everything,521.0,1014.0,286962.0,1271555.9999999963,
4/11/2024,SPY,Buy Everything,522.0,972.0,232308.0,1121687.9999999965,
4/11/2024,SPY,Buy Everything,523.0,931.0,186200.0,981273.9999999966,
4/11/2024,SPY,Buy Everything,524.0,867.0,143055.0,827117.9999999969,
4/11/2024,SPY,Buy Everything,525.0,804.0,108540.0,686615.9999999971,
4/11/2024,SPY,Buy Everything,526.0,772.0,84148.0,582087.9999999972,
4/11/2024,SPY,Buy Everything,527.0,709.0,61683.0,463685.99999999744,
4/11/2024,SPY,Buy Everything,528.0,646.0,44574.0,357883.9999999977,
4/11/2024,SPY,Buy Everything,529.0,718.0,38772.0,325971.9999999974,
4/11/2024,SPY,Buy Everything,530.0,925.0,38850.0,327449.9999999966,
4/11/2024,SPY,Buy Everything,531.0,1132.0,37356.0,287527.99999999587,
4/11/2024,SPY,Buy Everything,532.0,1339.0,34814.0,206205.99999999514,
4/11/2024,SPY,Buy Everything,533.0,1546.0,30920.0,83483.99999999438,
4/11/2024,SPY,Buy Everything,534.0,2114.0,33824.0,0.0,
4/11/2024,SPY,Buy Everything,535.0,3041.0,39533.0,0.0,
4/11/2024,SPY,Buy Everything,536.0,3968.0,35712.0,0.0,
4/11/2024,SPY,Buy Everything,537.0,4300.0,30100.000000000004,0.0,
4/11/2024,SPY,Buy Everything,538.0,4631.0,27786.0,0.0,
4/11/2024,SPY,Buy Everything,539.0,4963.0,24815.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,5129.0,25645.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,5365.0,16095.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,3037.0,6074.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,6037.0,12074.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,7866.0,7866.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,8634.0,8634.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,5351.0,5351.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,2166.0,2166.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,2666.0,2666.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,3413.0,3413.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,3522.0,3522.0,0.0,
4/11/2024,SPY,Buy Everything,595.0,3533.0,3533.0,0.0,
4/11/2024,SPY,Buy Everything,600.0,3549.0,3549.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,1066.0,509548.0,1656563.999999996,
4/11/2024,SPY,Buy Everything,519.0,1069.0,450049.0,1554325.999999996,
4/11/2024,SPY,Buy Everything,520.0,1072.0,394496.0,1451487.999999996,
4/11/2024,SPY,Buy Everything,521.0,1040.0,330720.0,1304159.9999999963,
4/11/2024,SPY,Buy Everything,522.0,972.0,265356.0,1121687.9999999965,
4/11/2024,SPY,Buy Everything,523.0,905.0,209960.0,953869.9999999967,
4/11/2024,SPY,Buy Everything,524.0,1135.0,221325.0,1082789.9999999958,
4/11/2024,SPY,Buy Everything,525.0,1364.0,222332.0,1164855.999999995,
4/11/2024,SPY,Buy Everything,526.0,1479.0,199665.0,1115165.9999999946,
4/11/2024,SPY,Buy Everything,527.0,1617.0,177870.0,1057517.9999999942,
4/11/2024,SPY,Buy Everything,528.0,1754.0,156106.0,971715.9999999936,
4/11/2024,SPY,Buy Everything,529.0,1644.0,118368.0,746375.9999999941,
4/11/2024,SPY,Buy Everything,530.0,1285.0,73245.0,454889.99999999534,
4/11/2024,SPY,Buy Everything,535.0,2002.0,36036.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,2662.0,15972.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,2074.0,8296.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,6413.0,19239.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,6177.0,12354.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,3632.0,7264.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,6454.0,6454.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,6435.0,6435.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,7711.0,7711.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,8080.0,8080.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,8184.0,8184.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,3793.0,3793.0,0.0,
4/11/2024,SPY,Buy Everything,595.0,3841.0,3841.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,1093.0,558523.0,1698521.999999996,
4/11/2024,SPY,Buy Everything,519.0,1120.0,508480.0,1628479.9999999958,
4/11/2024,SPY,Buy Everything,520.0,1147.0,458800.0,1553037.9999999958,
4/11/2024,SPY,Buy Everything,521.0,1150.0,402500.0,1442099.9999999958,
4/11/2024,SPY,Buy Everything,522.0,1127.0,342608.0,1300557.9999999958,
4/11/2024,SPY,Buy Everything,523.0,1105.0,289510.0,1164669.999999996,
4/11/2024,SPY,Buy Everything,524.0,1235.0,275405.0,1178189.9999999956,
4/11/2024,SPY,Buy Everything,525.0,1366.0,258174.0,1166563.999999995,
4/11/2024,SPY,Buy Everything,526.0,1431.0,226098.0,1078973.9999999949,
4/11/2024,SPY,Buy Everything,527.0,1541.0,201871.0,1007813.9999999944,
4/11/2024,SPY,Buy Everything,528.0,1651.0,178308.0,914653.999999994,
4/11/2024,SPY,Buy Everything,529.0,1581.0,140709.0,717773.9999999943,
4/11/2024,SPY,Buy Everything,530.0,1334.0,96048.0,472235.99999999517,
4/11/2024,SPY,Buy Everything,535.0,2065.0,49560.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,3039.0,27351.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,2482.0,12410.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,4471.0,13413.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,6217.0,12434.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,3657.0,7314.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,6496.0,12992.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,6478.0,6478.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,7762.0,7762.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,8133.0,8133.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,8238.0,8238.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,5991.0,5991.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,1120.0,609280.0,1740479.9999999958,
4/11/2024,SPY,Buy Everything,519.0,1171.0,570277.0,1702633.9999999958,
4/11/2024,SPY,Buy Everything,520.0,1222.0,529126.0,1654587.9999999956,
4/11/2024,SPY,Buy Everything,521.0,1259.0,480938.0,1578785.9999999953,
4/11/2024,SPY,Buy Everything,522.0,1282.0,429470.0,1479427.9999999953,
4/11/2024,SPY,Buy Everything,523.0,1305.0,379755.0,1375469.9999999953,
4/11/2024,SPY,Buy Everything,524.0,1336.0,335336.0,1274543.999999995,
4/11/2024,SPY,Buy Everything,525.0,1368.0,294120.0,1168271.999999995,
4/11/2024,SPY,Buy Everything,526.0,1384.0,253272.0,1043535.999999995,
4/11/2024,SPY,Buy Everything,530.0,1382.0,121616.0,489227.999999995,
4/11/2024,SPY,Buy Everything,540.0,3415.0,40980.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,2530.0,10120.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,3681.0,7362.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,6520.0,13040.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,1120.0,657440.0,1740479.9999999958,
4/11/2024,SPY,Buy Everything,519.0,1171.0,618288.0,1702633.9999999958,
4/11/2024,SPY,Buy Everything,520.0,1222.0,578006.0,1654587.9999999956,
4/11/2024,SPY,Buy Everything,521.0,1259.0,530039.0,1578785.9999999953,
4/11/2024,SPY,Buy Everything,522.0,1282.0,478186.0,1479427.9999999953,
4/11/2024,SPY,Buy Everything,523.0,1305.0,428040.0,1375469.9999999953,
4/11/2024,SPY,Buy Everything,530.0,1382.0,152020.0,489227.999999995,
4/11/2024,SPY,Buy Everything,540.0,3415.0,54640.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,2533.0,10132.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,3691.0,11073.0,0.0,
4/11/2024,SPY,Buy Everything,518.0,1120.0,691040.0,1740479.9999999958,
4/11/2024,SPY,Buy Everything,519.0,1171.0,654589.0,1702633.9999999958,
4/11/2024,SPY,Buy Everything,520.0,1222.0,614666.0,1654587.9999999956,
4/11/2024,SPY,Buy Everything,521.0,1259.0,567809.0,1578785.9999999953,
4/11/2024,SPY,Buy Everything,522.0,1282.0,515363.99999999994,1479427.9999999953,
4/11/2024,SPY,Buy Everything,522.5,1293.0,488754.0,1427471.9999999953,
4/11/2024,SPY,Buy Everything,523.0,1305.0,464580.0,1375469.9999999953,
4/11/2024,SPY,Buy Everything,524.0,1336.0,418168.0,1274543.999999995,
4/11/2024,SPY,Buy Everything,525.0,1368.0,374832.00000000006,1168271.999999995,
4/11/2024,SPY,Buy Everything,526.0,1384.0,329392.0,1043535.999999995,
4/11/2024,SPY,Buy Everything,527.0,1465.0,300325.0,958109.9999999946,
4/11/2024,SPY,Buy Everything,528.0,1547.0,272272.0,857037.9999999944,
4/11/2024,SPY,Buy Everything,529.0,1519.0,227850.0,689625.9999999945,
4/11/2024,SPY,Buy Everything,530.0,1382.0,175514.0,489227.999999995,
4/11/2024,SPY,Buy Everything,531.0,1245.0,133215.0,316229.99999999546,
4/11/2024,SPY,Buy Everything,532.0,1179.0,106110.0,181565.99999999572,
4/11/2024,SPY,Buy Everything,533.0,1113.0,83475.0,60101.999999995955,
4/11/2024,SPY,Buy Everything,534.0,1429.0,88598.0,0.0,
4/11/2024,SPY,Buy Everything,535.0,2128.0,108528.0,0.0,
4/11/2024,SPY,Buy Everything,536.0,2827.0,121561.0,0.0,
4/11/2024,SPY,Buy Everything,537.0,2995.0,104825.0,0.0,
4/11/2024,SPY,Buy Everything,538.0,3163.0,91727.0,0.0,
4/11/2024,SPY,Buy Everything,539.0,3331.0,79944.0,0.0,
4/11/2024,SPY,Buy Everything,540.0,3415.0,68300.0,0.0,
4/11/2024,SPY,Buy Everything,545.0,2889.0,26001.0,0.0,
4/11/2024,SPY,Buy Everything,550.0,2537.0,12685.0,0.0,
4/11/2024,SPY,Buy Everything,555.0,6294.0,18882.0,0.0,
4/11/2024,SPY,Buy Everything,560.0,3702.0,11106.0,0.0,
4/11/2024,SPY,Buy Everything,565.0,6577.0,13154.0,0.0,
4/11/2024,SPY,Buy Everything,570.0,6558.0,13116.0,0.0,
4/11/2024,SPY,Buy Everything,575.0,7858.0,15716.0,0.0,
4/11/2024,SPY,Buy Everything,580.0,8233.0,8233.0,0.0,
4/11/2024,SPY,Buy Everything,585.0,8339.0,8339.0,0.0,
4/11/2024,SPY,Buy Everything,590.0,8235.0,8235.0,0.0,
4/11/2024,SPY,Buy Everything,595.0,8152.0,8152.0,0.0,
4/11/2024,SPY,Buy Everything,600.0,8055.0,8055.0,0.0,
4/11/2024,IWM,Buy Everything,202.5,3.0,285.0,2121.732,
4/11/2024,IWM,Buy Everything,203.0,3.0,216.0,1971.732,
4/11/2024,IWM,Buy Everything,204.0,447.0,16539.0,249088.068,
4/11/2024,IWM,Buy Everything,205.0,303.0,5151.0,138544.932,
4/11/2024,IWM,Buy Everything,206.0,1718.0,12026.000000000002,613745.192,
4/11/2024,IWM,Buy Everything,207.0,1857.0,5571.0,477702.10800000007,
4/11/2024,IWM,Buy Everything,207.5,1945.0,3890.0,403089.5800000001,
4/11/2024,IWM,Buy Everything,208.0,3454.0,6908.0,543120.7760000001,
4/11/2024,IWM,Buy Everything,209.0,7659.0,15318.0,438431.7960000002,
4/11/2024,IWM,Buy Everything,210.0,5511.0,5511.0,0.0,
4/11/2024,IWM,Buy Everything,211.0,7967.0,7967.0,0.0,
4/11/2024,IWM,Buy Everything,212.0,10568.0,10568.0,0.0,
4/11/2024,IWM,Buy Everything,212.5,10041.0,10041.0,0.0,
4/11/2024,IWM,Buy Everything,213.0,10765.0,10765.0,0.0,
4/11/2024,IWM,Buy Everything,214.0,5262.0,5262.0,0.0,
4/11/2024,IWM,Buy Everything,215.0,1000.0,1000.0,0.0,
4/11/2024,IWM,Buy Everything,216.0,1155.0,1155.0,0.0,
4/11/2024,IWM,Buy Everything,217.0,1921.0,1921.0,0.0,
4/11/2024,IWM,Buy Everything,217.5,2282.0,2282.0,0.0,
4/11/2024,IWM,Buy Everything,218.0,2269.0,2269.0,0.0,
4/11/2024,IWM,Buy Everything,219.0,2275.0,2275.0,0.0,
4/11/2024,IWM,Buy Everything,220.0,2244.0,2244.0,0.0,
4/11/2024,IWM,Buy Everything,221.0,2155.0,2155.0,0.0,
4/11/2024,IWM,Buy Everything,222.0,2560.0,2560.0,0.0,
4/11/2024,IWM,Buy Everything,223.0,3351.0,3351.0,0.0,
4/11/2024,IWM,Buy Everything,224.0,3116.0,3116.0,0.0,
4/11/2024,IWM,Buy Everything,225.0,2658.0,2658.0,0.0,
4/11/2024,IWM,Buy Everything,230.0,2596.0,2596.0,0.0,
4/11/2024,IWM,Buy Everything,235.0,2664.0,2664.0,0.0,
4/11/2024,IWM,Buy Everything,240.0,2590.0,2590.0,0.0,
4/11/2024,IWM,Buy Everything,245.0,2533.0,2533.0,0.0,
4/11/2024,IWM,Buy Everything,250.0,2475.0,2475.0,0.0,
4/11/2024,IWM,Buy Everything,255.0,2413.0,2413.0,0.0,
4/11/2024,IWM,Buy Everything,260.0,2367.0,2367.0,0.0,
4/11/2024,IWM,Buy Everything,265.0,2310.0,2310.0,0.0,
4/11/2024,IWM,Buy Everything,270.0,2272.0,2272.0,0.0,
4/11/2024,IWM,Buy Everything,275.0,2268.0,2268.0,0.0,
4/11/2024,IWM,Buy Everything,280.0,2264.0,2264.0,0.0,
4/11/2024,IWM,Buy Everything,285.0,2260.0,2260.0,0.0,
4/11/2024,IWM,Buy Everything,290.0,2256.0,2256.0,0.0,
4/11/2024,IWM,Buy Everything,295.0,2252.0,2252.0,0.0,
4/11/2024,IWM,Buy Everything,300.0,2247.0,2247.0,0.0,
4/11/2024,IWM,Buy Everything,203.0,1714.0,202252.0,1126516.216,
4/11/2024,IWM,Buy Everything,204.0,1102.0,83752.0,614082.888,
4/11/2024,IWM,Buy Everything,205.0,611.0,28717.0,279376.08400000003,
4/11/2024,IWM,Buy Everything,206.0,1227.0,34356.0,438338.38800000004,
4/11/2024,IWM,Buy Everything,207.0,1816.0,29056.0,467155.10400000005,
4/11/2024,IWM,Buy Everything,208.0,3586.0,28688.0,563876.984,
4/11/2024,IWM,Buy Everything,209.0,6062.0,24248.0,347013.12800000014,
4/11/2024,IWM,Buy Everything,210.0,7327.0,21981.0,0.0,
