Date,Option_ID,Symbol,Maturity,Strike,Buy,Sell,Ask_Price,Bid_Price,Premium_Cost,Next_Day_Premium_Value,Estimated_PnL,Spot_Move,Exposure,Daily_PnL,Cumulative_PnL,SPY_Spot_Move,IWM_Spot_Move,QQQ_Spot_Move
4/15/2024,SPY_4/16/2024_525.0,SPY,4/16/2024,525.0,13631.0,0.0,0.02,0.01,27262.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_526.0,SPY,4/16/2024,526.0,12771.0,0.0,0.02,0.01,25542.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_527.0,SPY,4/16/2024,527.0,11912.0,0.0,0.02,0.01,23824.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_529.0,SPY,4/16/2024,529.0,13426.0,0.0,0.02,0.01,26852.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/16/2024,SPY_4/17/2024_518.0,SPY,4/17/2024,518.0,17163.0,0.0,0.02,0.01,34326.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_519.0,SPY,4/17/2024,519.0,18141.0,0.0,0.02,0.01,36282.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_520.0,SPY,4/17/2024,520.0,17175.0,0.0,0.02,0.01,34350.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_521.0,SPY,4/17/2024,521.0,16209.0,0.0,0.02,0.01,32418.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_522.0,SPY,4/17/2024,522.0,15349.0,0.0,0.02,0.01,30698.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/17/2024,SPY_4/18/2024_518.0,SPY,4/18/2024,518.0,16209.0,0.0,0.02,0.01,32418.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_519.0,SPY,4/18/2024,519.0,15349.0,0.0,0.02,0.01,30698.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_520.0,SPY,4/18/2024,520.0,14490.0,0.0,0.02,0.01,28980.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_521.0,SPY,4/18/2024,521.0,13631.0,0.0,0.02,0.01,27262.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_522.0,SPY,4/18/2024,522.0,12771.0,0.0,0.02,0.01,25542.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_523.0,SPY,4/18/2024,523.0,11912.0,0.0,0.02,0.01,23824.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/18/2024,SPY_4/19/2024_518.0,SPY,4/19/2024,518.0,15349.0,0.0,0.02,0.01,30698.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_519.0,SPY,4/19/2024,519.0,14490.0,0.0,0.02,0.01,28980.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_520.0,SPY,4/19/2024,520.0,13631.0,0.0,0.02,0.01,27262.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_521.0,SPY,4/19/2024,521.0,12771.0,0.0,0.02,0.01,25542.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_522.0,SPY,4/19/2024,522.0,11912.0,0.0,0.02,0.01,23824.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_523.0,SPY,4/19/2024,523.0,12669.0,0.0,0.02,0.01,25338.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_524.0,SPY,4/19/2024,524.0,13426.0,0.0,0.02,0.01,26852.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_525.0,SPY,4/19/2024,525.0,14182.0,0.0,0.02,0.01,28364.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_526.0,SPY,4/19/2024,526.0,14939.0,0.0,0.02,0.01,29878.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/23/2024,SPY_4/24/2024_518.0,SPY,4/24/2024,518.0,11867.0,0.0,0.02,0.01,23734.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/23/2024,SPY_4/24/2024_519.0,SPY,4/24/2024,519.0,12780.0,0.0,0.02,0.01,25560.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/23/2024,SPY_4/24/2024_520.0,SPY,4/24/2024,520.0,15702.0,0.0,0.02,0.01,31404.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/24/2024,SPY_4/25/2024_518.0,SPY,4/25/2024,518.0,11319.0,0.0,0.01,0.0,11319.0,0,,1.0337569801834567,128612093.0661845,0,0,1.0337569801834567,1.0287923357209743,1.0366245937531007
4/24/2024,SPY_4/25/2024_519.0,SPY,4/25/2024,519.0,14241.0,0.0,0.01,0.0,14241.0,0,,1.0337569801834567,128612093.0661845,0,0,1.0337569801834567,1.0287923357209743,1.0366245937531007
4/24/2024,SPY_4/25/2024_520.0,SPY,4/25/2024,520.0,17163.0,0.0,0.01,0.0,17163.0,0,,1.0337569801834567,128612093.0661845,0,0,1.0337569801834567,1.0287923357209743,1.0366245937531007
4/24/2024,SPY_4/25/2024_521.0,SPY,4/25/2024,521.0,18141.0,0.0,0.01,0.0,18141.0,0,,1.0337569801834567,128612093.0661845,0,0,1.0337569801834567,1.0287923357209743,1.0366245937531007
4/24/2024,SPY_4/25/2024_522.0,SPY,4/25/2024,522.0,17175.0,0.0,0.01,0.0,17175.0,0,,1.0337569801834567,128612093.0661845,0,0,1.0337569801834567,1.0287923357209743,1.0366245937531007
4/25/2024,SPY_4/26/2024_518.0,SPY,4/26/2024,518.0,17163.0,0.0,0.02,0.01,34326.0,0,,1.023982933877706,141398024.3089929,0,0,1.023982933877706,1.0582273382141072,1.040797541628931
4/25/2024,SPY_4/26/2024_519.0,SPY,4/26/2024,519.0,18141.0,0.0,0.02,0.01,36282.0,0,,1.023982933877706,141398024.3089929,0,0,1.023982933877706,1.0582273382141072,1.040797541628931
4/12/2024,SPY_4/15/2024_511.0,SPY,4/15/2024,511.0,2574.0,0.0,2.47,2.44,635778.0,0,,1.0452302985640802,160101034.90428296,0,0,1.0452302985640802,1.03319015950332,1.0374879456457622
4/12/2024,SPY_4/15/2024_512.0,SPY,4/15/2024,512.0,1943.0,0.0,1.97,1.94,382771.0,0,,1.0452302985640802,160101034.90428296,0,0,1.0452302985640802,1.03319015950332,1.0374879456457622
4/12/2024,SPY_4/15/2024_513.0,SPY,4/15/2024,513.0,1312.0,0.0,1.53,1.51,200736.0,0,,1.0452302985640802,160101034.90428296,0,0,1.0452302985640802,1.03319015950332,1.0374879456457622
4/12/2024,SPY_4/15/2024_514.0,SPY,4/15/2024,514.0,1048.0,0.0,1.16,1.14,121567.99999999999,0,,1.0452302985640802,160101034.90428296,0,0,1.0452302985640802,1.03319015950332,1.0374879456457622
4/12/2024,SPY_4/15/2024_515.0,SPY,4/15/2024,515.0,1149.0,0.0,0.86,0.84,98814.0,0,,1.0452302985640802,160101034.90428296,0,0,1.0452302985640802,1.03319015950332,1.0374879456457622
4/12/2024,SPY_4/15/2024_516.0,SPY,4/15/2024,516.0,1251.0,0.0,0.62,0.6,77562.0,0,,1.0452302985640802,160101034.90428296,0,0,1.0452302985640802,1.03319015950332,1.0374879456457622
4/12/2024,SPY_4/15/2024_517.0,SPY,4/15/2024,517.0,1617.0,0.0,0.43,0.42,69531.0,0,,1.0452302985640802,160101034.90428296,0,0,1.0452302985640802,1.03319015950332,1.0374879456457622
4/15/2024,SPY_4/16/2024_511.0,SPY,4/16/2024,511.0,7170.0,0.0,0.33,0.32,236610.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_512.0,SPY,4/16/2024,512.0,9338.0,0.0,0.24,0.23,224112.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_513.0,SPY,4/16/2024,513.0,11227.0,0.0,0.17,0.16,190859.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_514.0,SPY,4/16/2024,514.0,13117.0,0.0,0.13,0.12,170521.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_515.0,SPY,4/16/2024,515.0,13513.0,0.0,0.09,0.08,121617.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_516.0,SPY,4/16/2024,516.0,12416.0,0.0,0.07,0.06,86912.00000000001,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/15/2024,SPY_4/16/2024_517.0,SPY,4/16/2024,517.0,11319.0,0.0,0.06,0.05,67914.0,0,,1.045792128155074,248235106.07789233,0,0,1.045792128155074,1.045209216749835,1.0339578842109756
4/16/2024,SPY_4/17/2024_511.0,SPY,4/17/2024,511.0,9338.0,0.0,0.19,0.18,177422.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_512.0,SPY,4/17/2024,512.0,11227.0,0.0,0.13,0.12,145951.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_513.0,SPY,4/17/2024,513.0,13117.0,0.0,0.08,0.07,104936.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_514.0,SPY,4/17/2024,514.0,13513.0,0.0,0.06,0.05,81078.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_515.0,SPY,4/17/2024,515.0,12416.0,0.0,0.04,0.03,49664.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_516.0,SPY,4/17/2024,516.0,11319.0,0.0,0.03,0.02,33957.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/16/2024,SPY_4/17/2024_517.0,SPY,4/17/2024,517.0,14241.0,0.0,0.03,0.02,42723.0,0,,1.0354256004358597,138310271.7153778,0,0,1.0354256004358597,1.0304389876862505,1.0340140536964462
4/17/2024,SPY_4/18/2024_511.0,SPY,4/18/2024,511.0,13513.0,0.0,0.05,0.04,67565.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_512.0,SPY,4/18/2024,512.0,12416.0,0.0,0.04,0.03,49664.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_513.0,SPY,4/18/2024,513.0,11319.0,0.0,0.04,0.03,45276.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_514.0,SPY,4/18/2024,514.0,14241.0,0.0,0.03,0.02,42723.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_515.0,SPY,4/18/2024,515.0,17163.0,0.0,0.02,0.01,34326.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_516.0,SPY,4/18/2024,516.0,18141.0,0.0,0.02,0.01,36282.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/17/2024,SPY_4/18/2024_517.0,SPY,4/18/2024,517.0,17175.0,0.0,0.02,0.01,34350.0,0,,1.0324196227156603,85334849.81726223,0,0,1.0324196227156603,1.0130406370641065,1.0151262325123045
4/18/2024,SPY_4/19/2024_511.0,SPY,4/19/2024,511.0,12416.0,0.0,0.04,0.03,49664.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_512.0,SPY,4/19/2024,512.0,11319.0,0.0,0.04,0.03,45276.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_513.0,SPY,4/19/2024,513.0,14241.0,0.0,0.03,0.02,42723.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_514.0,SPY,4/19/2024,514.0,17163.0,0.0,0.03,0.02,51489.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_515.0,SPY,4/19/2024,515.0,18141.0,0.0,0.03,0.02,54423.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_516.0,SPY,4/19/2024,516.0,17175.0,0.0,0.02,0.01,34350.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/18/2024,SPY_4/19/2024_517.0,SPY,4/19/2024,517.0,16209.0,0.0,0.02,0.01,32418.0,0,,1.0243771247075903,120460365.53004026,0,0,1.0243771247075903,1.023846026555987,1.045713709988929
4/19/2024,SPY_4/22/2024_511.0,SPY,4/22/2024,511.0,11744.0,0.0,0.02,0.01,23488.0,0,,1.0209197592447878,108116651.82863756,0,0,1.0209197592447878,1.0190523555839766,1.0629847315338232
4/19/2024,SPY_4/22/2024_512.0,SPY,4/22/2024,512.0,12115.0,0.0,0.02,0.01,24230.0,0,,1.0209197592447878,108116651.82863756,0,0,1.0209197592447878,1.0190523555839766,1.0629847315338232
4/19/2024,SPY_4/22/2024_513.0,SPY,4/22/2024,513.0,14499.0,0.0,0.02,0.01,28998.0,0,,1.0209197592447878,108116651.82863756,0,0,1.0209197592447878,1.0190523555839766,1.0629847315338232
4/19/2024,SPY_4/22/2024_514.0,SPY,4/22/2024,514.0,18895.0,0.0,0.02,0.01,37790.0,0,,1.0209197592447878,108116651.82863756,0,0,1.0209197592447878,1.0190523555839766,1.0629847315338232
4/19/2024,SPY_4/22/2024_515.0,SPY,4/22/2024,515.0,23290.0,0.0,0.02,0.01,46580.0,0,,1.0209197592447878,108116651.82863756,0,0,1.0209197592447878,1.0190523555839766,1.0629847315338232
4/22/2024,SPY_4/23/2024_511.0,SPY,4/23/2024,511.0,12416.0,0.0,0.02,0.01,24832.0,0,,1.0277422369951346,123735872.66467248,0,0,1.0277422369951346,1.036810338456255,1.019628777206798
4/22/2024,SPY_4/23/2024_512.0,SPY,4/23/2024,512.0,11319.0,0.0,0.02,0.01,22638.0,0,,1.0277422369951346,123735872.66467248,0,0,1.0277422369951346,1.036810338456255,1.019628777206798
4/22/2024,SPY_4/23/2024_513.0,SPY,4/23/2024,513.0,14241.0,0.0,0.02,0.01,28482.0,0,,1.0277422369951346,123735872.66467248,0,0,1.0277422369951346,1.036810338456255,1.019628777206798
4/23/2024,SPY_4/24/2024_511.0,SPY,4/24/2024,511.0,5001.0,0.0,0.13,0.12,65013.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/23/2024,SPY_4/24/2024_512.0,SPY,4/24/2024,512.0,7170.0,0.0,0.07,0.06,50190.00000000001,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/23/2024,SPY_4/24/2024_513.0,SPY,4/24/2024,513.0,9338.0,0.0,0.04,0.03,37352.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/23/2024,SPY_4/24/2024_514.0,SPY,4/24/2024,514.0,11227.0,0.0,0.03,0.02,33681.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/23/2024,SPY_4/24/2024_515.0,SPY,4/24/2024,515.0,12172.0,0.0,0.03,0.02,36516.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
4/23/2024,SPY_4/24/2024_516.0,SPY,4/24/2024,516.0,14061.0,0.0,0.02,0.01,28122.0,0,,1.0245561727547483,53077721.055069014,0,0,1.0245561727547483,1.0373310710765185,1.0237350963386653
